donation_id,amount,created_at,campaign_id,donor_hash,_loaded_at
AB-1-00459,4.6,2026-02-25 03:00:00,volunteer_drive,sha256:84adbb829fc231bf,2026-07-10 17:40:38
AB-1-00460,103.75,2026-03-08 17:00:00,volunteer_drive,sha256:1f8b1e72d04cc65f,2026-07-10 17:40:38
AB-1-00461,254.43,2026-02-20 14:00:00,volunteer_drive,sha256:5bc84f583d7269ff,2026-07-10 17:40:38
AB-1-00462,4.8,2026-01-04 15:00:00,fundraising_2026,sha256:44b8b61d553dd1d4,2026-07-10 17:40:38
AB-1-00463,24.22,2026-01-19 11:00:00,volunteer_drive,sha256:05c86785d009a17b,2026-07-10 17:40:38
AB-1-00464,4.94,2026-02-14 15:00:00,small_dollar,sha256:2a0da4517c563211,2026-07-10 17:40:38
AB-1-00465,230.75,2026-02-08 01:00:00,gotv_march,sha256:555be1a54231ff1b,2026-07-10 17:40:38
AB-1-00466,237.2,2026-03-28 05:00:00,volunteer_drive,sha256:3ffe498d61a7fe28,2026-07-10 17:40:38
AB-1-00467,54.58,2026-02-12 17:00:00,volunteer_drive,sha256:25b939cc4030b167,2026-07-10 17:40:38
AB-1-00468,10.28,2026-03-22 05:00:00,small_dollar,sha256:13e344650a257907,2026-07-10 17:40:38
AB-1-00469,50.92,2026-03-20 06:00:00,small_dollar,sha256:48a32301b38d69b4,2026-07-10 17:40:38
AB-1-00470,26.26,2026-01-28 06:00:00,fundraising_2026,sha256:9112cd93046c0c1a,2026-07-10 17:40:38
AB-1-00471,24.13,2026-03-10 05:00:00,small_dollar,sha256:21272c1d80972943,2026-07-10 17:40:38
AB-1-00472,109.32,2026-03-27 15:00:00,gotv_march,sha256:8b14d398d6dc7d63,2026-07-10 17:40:38
AB-1-00473,92.28,2026-03-20 12:00:00,gotv_march,sha256:d9da73d8ef593675,2026-07-10 17:40:38
AB-1-00474,260.3,2026-03-21 05:00:00,gotv_march,sha256:0ec82eeb71db4e9d,2026-07-10 17:40:38
AB-1-00475,231.7,2026-03-17 02:00:00,fundraising_2026,sha256:3d1a133d55622d4e,2026-07-10 17:40:38
AB-1-00476,25.97,2026-01-15 05:00:00,small_dollar,sha256:cbb7116bca5caf98,2026-07-10 17:40:38
AB-1-00477,49.23,2026-01-18 18:00:00,small_dollar,sha256:4b3cb0a21ab09189,2026-07-10 17:40:38
AB-1-00478,10.11,2026-03-30 20:00:00,small_dollar,sha256:7d13f1495679ea23,2026-07-10 17:40:38
AB-1-00479,51.19,2026-01-24 10:00:00,gotv_march,sha256:0deaabf3730f7402,2026-07-10 17:40:38
AB-1-00480,10.63,2026-03-04 04:00:00,small_dollar,sha256:5b07bd68f04748af,2026-07-10 17:40:38
AB-1-00481,266.99,2026-03-04 13:00:00,small_dollar,sha256:e81fd12af5e62915,2026-07-10 17:40:38
AB-1-00482,9.58,2026-03-14 00:00:00,gotv_march,sha256:9b568f39ebb7a089,2026-07-10 17:40:38
AB-1-00483,50.66,2026-02-06 05:00:00,small_dollar,sha256:e5daba8c482ec482,2026-07-10 17:40:38
AB-1-00484,4.77,2026-01-15 18:00:00,gotv_march,sha256:c45ac38a2da196d2,2026-07-10 17:40:38
AB-1-00485,50.46,2026-01-06 23:00:00,small_dollar,sha256:bdf6371a55c169bc,2026-07-10 17:40:38
AB-1-00486,26.87,2026-03-25 07:00:00,fundraising_2026,sha256:b2a82173cadb4743,2026-07-10 17:40:38
AB-1-00487,53.65,2026-02-14 02:00:00,fundraising_2026,sha256:a5cb8fc6b9f3d7cf,2026-07-10 17:40:38
AB-1-00488,254.4,2026-01-31 06:00:00,gotv_march,sha256:ffaf6ddcaaf8f3b5,2026-07-10 17:40:38
AB-1-00489,46.66,2026-03-20 20:00:00,volunteer_drive,sha256:7ae2ebc89906e534,2026-07-10 17:40:38
AB-1-00490,97.02,2026-01-27 01:00:00,gotv_march,sha256:52aacb9851bcec89,2026-07-10 17:40:38
AB-1-00491,239.63,2026-01-22 10:00:00,gotv_march,sha256:fb4fd0f3f8fda6db,2026-07-10 17:40:38
AB-1-00492,4.64,2026-03-07 21:00:00,small_dollar,sha256:3a6d34eb155c2d0f,2026-07-10 17:40:38
AB-1-00493,10.4,2026-02-05 20:00:00,volunteer_drive,sha256:0ad9ea3fdb357025,2026-07-10 17:40:38
AB-1-00494,244.64,2026-02-11 07:00:00,volunteer_drive,sha256:d428d293a218e5a1,2026-07-10 17:40:38
AB-1-00495,48.75,2026-02-04 20:00:00,fundraising_2026,sha256:d46d35a2c7d06acb,2026-07-10 17:40:38
AB-1-00496,105.0,2026-01-12 12:00:00,gotv_march,sha256:02ef6674ebd943f3,2026-07-10 17:40:38
AB-1-00497,90.05,2026-03-04 10:00:00,fundraising_2026,sha256:e85a1ebb77d7def8,2026-07-10 17:40:38
AB-1-00498,259.86,2026-02-28 20:00:00,fundraising_2026,sha256:798cb1cbbd0ad088,2026-07-10 17:40:38
AB-1-00499,53.25,2026-02-20 06:00:00,small_dollar,sha256:86d4be44414aa752,2026-07-10 17:40:38
AB-1-00500,101.56,2026-02-06 10:00:00,small_dollar,sha256:bd44cec9d951ff57,2026-07-10 17:40:38
AB-1-00501,4.6,2026-03-29 01:00:00,small_dollar,sha256:ca032b04e301ce1f,2026-07-10 17:40:38
AB-1-00502,45.01,2026-01-21 14:00:00,small_dollar,sha256:2e20cb3369cee5fe,2026-07-10 17:40:38
AB-1-00503,240.09,2026-03-30 04:00:00,gotv_march,sha256:1321e517b81393a7,2026-07-10 17:40:38
AB-1-00504,4.87,2026-02-16 08:00:00,volunteer_drive,sha256:47ee410d10a47665,2026-07-10 17:40:38
AB-1-00505,259.97,2026-03-22 09:00:00,volunteer_drive,sha256:2914e26d43e1cda7,2026-07-10 17:40:38
AB-1-00506,4.5,2026-01-12 22:00:00,small_dollar,sha256:decaf313069df821,2026-07-10 17:40:38
AB-1-00507,103.6,2026-03-17 07:00:00,fundraising_2026,sha256:71631002eea612b2,2026-07-10 17:40:38
AB-1-00508,51.94,2026-02-13 03:00:00,small_dollar,sha256:dfcd211208439c3a,2026-07-10 17:40:38
AB-1-00509,265.3,2026-02-19 02:00:00,fundraising_2026,sha256:6bcd3750c385185e,2026-07-10 17:40:38
AB-1-00510,52.73,2026-02-08 04:00:00,volunteer_drive,sha256:8c553ea47a5331fe,2026-07-10 17:40:38
AB-1-00511,5.03,2026-03-28 04:00:00,fundraising_2026,sha256:b0e13d9c82b967a6,2026-07-10 17:40:38
AB-1-00512,26.11,2026-01-22 14:00:00,volunteer_drive,sha256:642e7eebd1d16569,2026-07-10 17:40:38
AB-1-00513,53.6,2026-03-20 21:00:00,fundraising_2026,sha256:891d87e5fc14b819,2026-07-10 17:40:38
AB-1-00514,104.6,2026-01-18 03:00:00,gotv_march,sha256:a17797f6bd6bec6d,2026-07-10 17:40:38
AB-1-00515,9.55,2026-02-10 04:00:00,fundraising_2026,sha256:c2df873fd366ab8d,2026-07-10 17:40:38
AB-1-00516,255.38,2026-03-18 19:00:00,fundraising_2026,sha256:e9740fd9b894d9d8,2026-07-10 17:40:38
AB-1-00517,10.04,2026-03-26 09:00:00,volunteer_drive,sha256:52ae72bf6fcb4964,2026-07-10 17:40:38
AB-1-00518,5.28,2026-02-07 20:00:00,volunteer_drive,sha256:2af6b07eb265c962,2026-07-10 17:40:38
AB-1-00519,51.38,2026-01-15 07:00:00,fundraising_2026,sha256:bdc83d87487383e3,2026-07-10 17:40:38
AB-1-00520,23.16,2026-01-02 11:00:00,small_dollar,sha256:d7ab8b5d5b00de8b,2026-07-10 17:40:38
AB-1-00521,54.54,2026-03-29 05:00:00,fundraising_2026,sha256:a8c145044f745d96,2026-07-10 17:40:38
AB-1-00522,23.58,2026-01-09 00:00:00,fundraising_2026,sha256:2bb1dcf2c4e80eca,2026-07-10 17:40:38
AB-1-00523,25.64,2026-02-20 16:00:00,small_dollar,sha256:2e6d6f6caadca9b3,2026-07-10 17:40:38
AB-1-00524,251.83,2026-02-21 02:00:00,volunteer_drive,sha256:3b200847369e6615,2026-07-10 17:40:38
AB-1-00525,108.42,2026-02-09 02:00:00,volunteer_drive,sha256:d6dd508950e8a553,2026-07-10 17:40:38
AB-1-00526,263.16,2026-02-20 18:00:00,fundraising_2026,sha256:8e44674f346cdcb2,2026-07-10 17:40:38
AB-1-00527,9.12,2026-02-25 23:00:00,fundraising_2026,sha256:8c67b4ec15513a6f,2026-07-10 17:40:38
AB-1-00528,102.18,2026-01-15 14:00:00,gotv_march,sha256:f83084aa3aa0dfbd,2026-07-10 17:40:38
AB-1-00529,9.24,2026-03-26 23:00:00,volunteer_drive,sha256:987a95b389dfe702,2026-07-10 17:40:38
AB-1-00530,25.12,2026-01-21 15:00:00,gotv_march,sha256:8515be2ad8d5325f,2026-07-10 17:40:38
AB-1-00531,26.16,2026-01-17 23:00:00,fundraising_2026,sha256:98747cc587ad5fe6,2026-07-10 17:40:38
AB-1-00532,47.72,2026-01-04 10:00:00,fundraising_2026,sha256:06ab5043f1d05ab6,2026-07-10 17:40:38
AB-1-00533,5.0,2026-03-15 20:00:00,gotv_march,sha256:ec41310ef370e67f,2026-07-10 17:40:38
AB-1-00534,23.29,2026-03-14 05:00:00,fundraising_2026,sha256:7cc6eee4b0eaeb92,2026-07-10 17:40:38
AB-1-00535,4.73,2026-03-28 23:00:00,fundraising_2026,sha256:7311460bec0ad3db,2026-07-10 17:40:38
AB-1-00536,4.97,2026-01-02 07:00:00,small_dollar,sha256:8cf793ebeaf26b26,2026-07-10 17:40:38
AB-1-00537,106.06,2026-01-23 01:00:00,small_dollar,sha256:f5d57939ec9d6152,2026-07-10 17:40:38
AB-1-00538,241.0,2026-02-01 13:00:00,fundraising_2026,sha256:592e5092255b705f,2026-07-10 17:40:38
AB-1-00539,270.1,2026-01-16 16:00:00,volunteer_drive,sha256:e4a72239b318e9cd,2026-07-10 17:40:38
AB-1-00540,45.69,2026-03-08 01:00:00,small_dollar,sha256:dc49b4dd43434548,2026-07-10 17:40:38
AB-1-00541,5.05,2026-02-09 10:00:00,fundraising_2026,sha256:ca7f715e592f5f33,2026-07-10 17:40:38
AB-1-00542,26.2,2026-02-07 18:00:00,volunteer_drive,sha256:42e6c376222e475e,2026-07-10 17:40:38
AB-1-00543,10.46,2026-03-17 15:00:00,volunteer_drive,sha256:b6848b260ffba101,2026-07-10 17:40:38
AB-1-00544,10.08,2026-02-22 00:00:00,fundraising_2026,sha256:0d1974f3dbb2c355,2026-07-10 17:40:38
AB-1-00545,53.49,2026-01-01 21:00:00,gotv_march,sha256:2a679c1a419e8734,2026-07-10 17:40:38
AB-1-00546,49.92,2026-03-09 07:00:00,fundraising_2026,sha256:5da4f9f818b938ff,2026-07-10 17:40:38
AB-1-00547,22.97,2026-01-19 22:00:00,volunteer_drive,sha256:aea1b4e52ef772d8,2026-07-10 17:40:38
AB-1-00548,269.78,2026-03-08 13:00:00,small_dollar,sha256:3c6c7cf9d75576bf,2026-07-10 17:40:38
AB-1-00549,5.01,2026-01-11 18:00:00,small_dollar,sha256:26172813127b8697,2026-07-10 17:40:38
AB-1-00550,51.62,2026-03-14 01:00:00,volunteer_drive,sha256:8a129d3cb247ab4a,2026-07-10 17:40:38
AB-1-00551,52.01,2026-02-03 10:00:00,gotv_march,sha256:0a3b6c5142f0e773,2026-07-10 17:40:38
AB-1-00552,5.44,2026-02-04 07:00:00,volunteer_drive,sha256:3cf3a9c7255428c5,2026-07-10 17:40:38
AB-1-00553,9.21,2026-03-16 03:00:00,small_dollar,sha256:54634f77597c6450,2026-07-10 17:40:38
AB-1-00554,97.17,2026-02-22 03:00:00,volunteer_drive,sha256:76d6b0732441ed4e,2026-07-10 17:40:38
AB-1-00555,4.59,2026-03-01 08:00:00,gotv_march,sha256:e4138ed3bd8867b4,2026-07-10 17:40:38
AB-1-00556,4.72,2026-03-31 19:00:00,gotv_march,sha256:748cf82596ba5917,2026-07-10 17:40:38
AB-1-00557,50.13,2026-02-01 11:00:00,gotv_march,sha256:7c4a9a428564f1d1,2026-07-10 17:40:38
AB-1-00558,53.55,2026-01-23 00:00:00,volunteer_drive,sha256:70ea3f186e774876,2026-07-10 17:40:38
AB-1-00559,4.51,2026-01-14 04:00:00,volunteer_drive,sha256:d78d7621aad8b832,2026-07-10 17:40:38
AB-1-00560,256.51,2026-02-21 11:00:00,fundraising_2026,sha256:222c1395f4e00b96,2026-07-10 17:40:38
AB-1-00561,5.5,2026-02-03 02:00:00,volunteer_drive,sha256:a6fb09e7b7655fa5,2026-07-10 17:40:38
AB-1-00562,5.41,2026-02-26 04:00:00,gotv_march,sha256:12f95d1f5725ee0a,2026-07-10 17:40:38
AB-1-00563,10.85,2026-03-01 01:00:00,small_dollar,sha256:60f959d2de4c74b9,2026-07-10 17:40:38
AB-1-00564,4.88,2026-02-20 15:00:00,small_dollar,sha256:e2173d2c79069c5a,2026-07-10 17:40:38
AB-1-00565,23.9,2026-01-28 05:00:00,volunteer_drive,sha256:21c9de08a116369d,2026-07-10 17:40:38
AB-1-00566,10.29,2026-03-21 19:00:00,small_dollar,sha256:21527869d1c6fde1,2026-07-10 17:40:38
AB-1-00567,4.59,2026-03-12 15:00:00,small_dollar,sha256:4ee621233cf9526b,2026-07-10 17:40:38
AB-1-00568,94.98,2026-01-26 20:00:00,fundraising_2026,sha256:208e49fde664eb61,2026-07-10 17:40:38
AB-1-00569,105.63,2026-02-15 15:00:00,gotv_march,sha256:6833a5e9e882ce90,2026-07-10 17:40:38
AB-1-00570,47.7,2026-03-06 10:00:00,fundraising_2026,sha256:dff5a1510b9edc98,2026-07-10 17:40:38
AB-1-00571,22.79,2026-01-29 00:00:00,small_dollar,sha256:eddf8887d1b8805b,2026-07-10 17:40:38
AB-1-00572,9.2,2026-03-16 07:00:00,volunteer_drive,sha256:0f1d3b4407e19f88,2026-07-10 17:40:38
AB-1-00573,106.93,2026-01-08 07:00:00,small_dollar,sha256:ef79d45a80a969ef,2026-07-10 17:40:38
AB-1-00574,10.19,2026-01-23 05:00:00,gotv_march,sha256:e297fae9dba37097,2026-07-10 17:40:38
AB-1-00575,242.58,2026-01-04 22:00:00,volunteer_drive,sha256:70e727904347c8f2,2026-07-10 17:40:38
AB-1-00576,96.18,2026-01-25 15:00:00,small_dollar,sha256:f7fdb709801b1b17,2026-07-10 17:40:38
AB-1-00577,94.38,2026-01-08 07:00:00,small_dollar,sha256:25cb2c00ce84ec54,2026-07-10 17:40:38
AB-1-00578,9.68,2026-03-20 06:00:00,volunteer_drive,sha256:a03735eb3bb06bcd,2026-07-10 17:40:38
AB-1-00579,4.65,2026-02-11 01:00:00,volunteer_drive,sha256:1de23cc6a24a651c,2026-07-10 17:40:38
AB-1-00580,4.87,2026-03-09 11:00:00,small_dollar,sha256:353005968c3edd19,2026-07-10 17:40:38
AB-1-00581,23.18,2026-02-13 09:00:00,volunteer_drive,sha256:056c7bbb5694ddf2,2026-07-10 17:40:38
AB-1-00582,51.49,2026-02-25 20:00:00,volunteer_drive,sha256:8af009b5d488fff7,2026-07-10 17:40:38
AB-1-00583,105.74,2026-03-13 22:00:00,volunteer_drive,sha256:924860aae76fc596,2026-07-10 17:40:38
AB-1-00584,26.17,2026-01-23 12:00:00,gotv_march,sha256:1fe79920454a7e2d,2026-07-10 17:40:38
AB-1-00585,97.83,2026-01-01 22:00:00,fundraising_2026,sha256:ffe89c2ed624369a,2026-07-10 17:40:38
AB-1-00586,10.28,2026-02-10 19:00:00,fundraising_2026,sha256:77c5caeff5fb057f,2026-07-10 17:40:38
AB-1-00587,228.89,2026-01-19 10:00:00,gotv_march,sha256:a13b7dfbe5f9cb51,2026-07-10 17:40:38
AB-1-00588,5.32,2026-01-22 20:00:00,gotv_march,sha256:e3565672dfd2ea02,2026-07-10 17:40:38
AB-1-00589,10.39,2026-02-03 06:00:00,gotv_march,sha256:b855b441ad247ac9,2026-07-10 17:40:38
AB-1-00590,4.55,2026-01-14 23:00:00,small_dollar,sha256:43a88abbc5646e6b,2026-07-10 17:40:38
AB-1-00591,53.82,2026-01-22 13:00:00,gotv_march,sha256:023ac88b43c71660,2026-07-10 17:40:38
AB-1-00592,103.02,2026-01-13 15:00:00,volunteer_drive,sha256:6ddba3298a928773,2026-07-10 17:40:38
AB-1-00593,22.6,2026-01-10 01:00:00,gotv_march,sha256:2021a0f3c542cf1a,2026-07-10 17:40:38
AB-1-00594,10.78,2026-01-10 10:00:00,volunteer_drive,sha256:f55f63bbc95b3313,2026-07-10 17:40:38
AB-1-00595,25.47,2026-03-12 02:00:00,small_dollar,sha256:b36a5ab4a82bef07,2026-07-10 17:40:38
AB-1-00596,10.21,2026-02-25 20:00:00,small_dollar,sha256:18f4372841d4b50d,2026-07-10 17:40:38
AB-1-00597,10.95,2026-01-13 10:00:00,small_dollar,sha256:b47b7bb2f24fda8d,2026-07-10 17:40:38
AB-1-00598,239.08,2026-03-11 08:00:00,volunteer_drive,sha256:3bf28d1891e8b40c,2026-07-10 17:40:38
AB-1-00599,106.8,2026-02-20 18:00:00,volunteer_drive,sha256:b807f40dd4485f5c,2026-07-10 17:40:38
AB-1-00600,4.79,2026-01-01 13:00:00,small_dollar,sha256:5ce31d333822d418,2026-07-10 17:40:38
AB-1-00601,10.28,2026-01-04 06:00:00,fundraising_2026,sha256:1bed3b79044001d8,2026-07-10 17:40:38
AB-1-00602,49.71,2026-01-15 09:00:00,gotv_march,sha256:08bf5417e05a51a4,2026-07-10 17:40:38
AB-1-00603,9.74,2026-03-11 12:00:00,small_dollar,sha256:911b915e49e6c32f,2026-07-10 17:40:38
AB-1-00604,24.7,2026-02-27 01:00:00,gotv_march,sha256:8a03eb391fcb4ad6,2026-07-10 17:40:38
AB-1-00605,4.65,2026-02-04 18:00:00,fundraising_2026,sha256:19eaf015c54c0bab,2026-07-10 17:40:38
AB-1-00606,54.71,2026-02-14 17:00:00,volunteer_drive,sha256:dfdab88d7ba19c0f,2026-07-10 17:40:38
AB-1-00607,54.66,2026-02-19 16:00:00,small_dollar,sha256:4d679d927111b4e1,2026-07-10 17:40:38
AB-1-00608,22.89,2026-01-31 15:00:00,fundraising_2026,sha256:c5b8898020783b92,2026-07-10 17:40:38
AB-1-00609,274.14,2026-03-08 18:00:00,volunteer_drive,sha256:e9caca1e165d02f3,2026-07-10 17:40:38
AB-1-00610,10.94,2026-02-27 05:00:00,volunteer_drive,sha256:dab94d20c7ceec0a,2026-07-10 17:40:38
AB-1-00611,246.77,2026-02-24 02:00:00,volunteer_drive,sha256:1c1c88d51e0b5598,2026-07-10 17:40:38
AB-1-00612,270.71,2026-02-03 10:00:00,fundraising_2026,sha256:3f6e47165d775a63,2026-07-10 17:40:38
AB-1-00613,96.52,2026-03-13 12:00:00,gotv_march,sha256:d4480a85f9c94975,2026-07-10 17:40:38
AB-1-00614,101.75,2026-01-02 22:00:00,small_dollar,sha256:e908ce1cafe5186a,2026-07-10 17:40:38
AB-1-00615,101.76,2026-01-20 04:00:00,fundraising_2026,sha256:a617c8ec2ee20a1b,2026-07-10 17:40:38
AB-1-00616,26.84,2026-03-14 03:00:00,gotv_march,sha256:eea1bde0ea163069,2026-07-10 17:40:38
AB-1-00617,249.28,2026-02-03 12:00:00,small_dollar,sha256:a35997090448152c,2026-07-10 17:40:38
AB-1-00618,10.24,2026-02-05 12:00:00,small_dollar,sha256:f5a6ed0953ac5265,2026-07-10 17:40:38
AB-1-00619,9.1,2026-02-12 22:00:00,small_dollar,sha256:63d7bbebb5f1c144,2026-07-10 17:40:38
AB-1-00620,26.59,2026-02-17 00:00:00,gotv_march,sha256:985f9a4f51ccc447,2026-07-10 17:40:38
AB-1-00621,229.91,2026-03-04 22:00:00,volunteer_drive,sha256:e31667225b49ec4c,2026-07-10 17:40:38
AB-1-00622,26.14,2026-02-26 10:00:00,fundraising_2026,sha256:b38d1c30de561471,2026-07-10 17:40:38
AB-1-00623,249.22,2026-01-28 13:00:00,gotv_march,sha256:26322ed23e81630e,2026-07-10 17:40:38
AB-1-00624,4.81,2026-03-07 05:00:00,small_dollar,sha256:4cf2b922a8eccfc7,2026-07-10 17:40:38
AB-1-00625,4.67,2026-03-09 18:00:00,volunteer_drive,sha256:9d1a44d64badc00e,2026-07-10 17:40:38
AB-1-00626,45.51,2026-02-01 01:00:00,gotv_march,sha256:e8e362b4abdbf832,2026-07-10 17:40:38
AB-1-00627,50.05,2026-02-05 11:00:00,fundraising_2026,sha256:6a7161ae4dfdd207,2026-07-10 17:40:38
AB-1-00628,50.94,2026-01-31 11:00:00,volunteer_drive,sha256:c1a9e4f5efd3d7de,2026-07-10 17:40:38
AB-1-00629,97.0,2026-03-02 18:00:00,volunteer_drive,sha256:217a70d6346cfde4,2026-07-10 17:40:38
AB-1-00630,229.52,2026-02-03 23:00:00,fundraising_2026,sha256:c2f7f5625ceeb50c,2026-07-10 17:40:38
AB-1-00631,10.71,2026-01-21 18:00:00,volunteer_drive,sha256:816f7dad6452ec34,2026-07-10 17:40:38
AB-1-00632,50.13,2026-02-04 20:00:00,fundraising_2026,sha256:2b6f5e797f1359e9,2026-07-10 17:40:38
AB-1-00633,10.2,2026-01-17 20:00:00,fundraising_2026,sha256:22fe4839f2a89c40,2026-07-10 17:40:38
AB-1-00634,273.35,2026-03-19 09:00:00,gotv_march,sha256:2c9a7e6c4c5f3ee5,2026-07-10 17:40:38
AB-1-00635,47.52,2026-02-18 11:00:00,small_dollar,sha256:6b61594d24ba5cad,2026-07-10 17:40:38
AB-1-00636,50.84,2026-03-08 19:00:00,fundraising_2026,sha256:0490f282939adaff,2026-07-10 17:40:38
AB-1-00637,102.95,2026-03-26 11:00:00,gotv_march,sha256:17eb684c0bb335af,2026-07-10 17:40:38
AB-1-00638,4.84,2026-01-14 15:00:00,gotv_march,sha256:7904fea3d52e3c53,2026-07-10 17:40:38
AB-1-00639,260.55,2026-02-05 08:00:00,gotv_march,sha256:d75d383026c46126,2026-07-10 17:40:38
AB-1-00640,5.31,2026-03-08 07:00:00,small_dollar,sha256:fc8318a9f35ed051,2026-07-10 17:40:38
AB-1-00641,226.27,2026-03-29 04:00:00,small_dollar,sha256:9e225affdfbeac4b,2026-07-10 17:40:38
AB-1-00642,48.88,2026-02-03 13:00:00,fundraising_2026,sha256:9d0a4195cb0144b5,2026-07-10 17:40:38
AB-1-00643,26.13,2026-03-15 06:00:00,volunteer_drive,sha256:3d8bb2af80d8dd88,2026-07-10 17:40:38
AB-1-00644,242.92,2026-03-23 15:00:00,gotv_march,sha256:5d656dd8f33e842b,2026-07-10 17:40:38
AB-1-00645,9.59,2026-03-26 17:00:00,small_dollar,sha256:75f2c0205edcacbd,2026-07-10 17:40:38
AB-1-00646,105.26,2026-02-03 23:00:00,volunteer_drive,sha256:1c9269f222a101ae,2026-07-10 17:40:38
AB-1-00647,4.72,2026-02-12 20:00:00,volunteer_drive,sha256:a28a84bec32e16df,2026-07-10 17:40:38
AB-1-00648,24.36,2026-02-09 13:00:00,gotv_march,sha256:3604b9765827e9d9,2026-07-10 17:40:38
AB-1-00649,5.37,2026-01-16 15:00:00,fundraising_2026,sha256:9763e378366db1e3,2026-07-10 17:40:38
AB-1-00650,5.37,2026-01-25 16:00:00,small_dollar,sha256:107fa387e80a614c,2026-07-10 17:40:38
AB-1-00651,9.27,2026-02-22 01:00:00,volunteer_drive,sha256:b036b957efcbc068,2026-07-10 17:40:38
AB-1-00652,9.63,2026-03-14 14:00:00,volunteer_drive,sha256:7fb068c7620fb014,2026-07-10 17:40:38
AB-1-00653,274.33,2026-03-04 10:00:00,gotv_march,sha256:5b866ea295fad90e,2026-07-10 17:40:38
AB-1-00654,23.55,2026-01-01 14:00:00,volunteer_drive,sha256:c9038793db34b5c3,2026-07-10 17:40:38
AB-1-00655,4.63,2026-01-21 15:00:00,small_dollar,sha256:4f3d2ca2a5cbed6d,2026-07-10 17:40:38
AB-1-00656,48.83,2026-02-21 13:00:00,fundraising_2026,sha256:0dfaa588f5cf0c33,2026-07-10 17:40:38
AB-1-00657,26.28,2026-02-17 00:00:00,volunteer_drive,sha256:ba269604d45d3fad,2026-07-10 17:40:38
AB-1-00658,237.44,2026-01-01 20:00:00,gotv_march,sha256:4547e54fff9b0121,2026-07-10 17:40:38
AB-1-00659,101.77,2026-01-14 12:00:00,volunteer_drive,sha256:62a6b610eb6de7d2,2026-07-10 17:40:38
AB-1-00660,24.78,2026-01-06 09:00:00,gotv_march,sha256:36af046f444452e3,2026-07-10 17:40:38
AB-1-00661,27.48,2026-03-29 04:00:00,small_dollar,sha256:a1ddf75b369307c0,2026-07-10 17:40:38
AB-1-00662,45.19,2026-01-25 05:00:00,volunteer_drive,sha256:64bc27ba9b1021fc,2026-07-10 17:40:38
AB-1-00663,226.1,2026-01-17 06:00:00,volunteer_drive,sha256:328b871ffcefd85d,2026-07-10 17:40:38
AB-1-00664,53.77,2026-03-25 01:00:00,gotv_march,sha256:309e70c5484ae488,2026-07-10 17:40:38
AB-1-00665,109.89,2026-03-21 01:00:00,fundraising_2026,sha256:0e3550a703f60bd6,2026-07-10 17:40:38
AB-1-00666,230.79,2026-01-03 01:00:00,small_dollar,sha256:884f58611feda31f,2026-07-10 17:40:38
AB-1-00667,52.02,2026-03-12 08:00:00,volunteer_drive,sha256:d91af8b188a88caf,2026-07-10 17:40:38
AB-1-00668,24.6,2026-03-22 00:00:00,fundraising_2026,sha256:df7b98a974fc3285,2026-07-10 17:40:38
AB-1-00669,104.01,2026-02-04 19:00:00,small_dollar,sha256:1ea8a5d438160ce6,2026-07-10 17:40:38
AB-1-00670,255.88,2026-01-14 16:00:00,gotv_march,sha256:2aed2f1d3909e6c8,2026-07-10 17:40:38
AB-1-00671,10.22,2026-01-14 15:00:00,gotv_march,sha256:561bddd429e7ec85,2026-07-10 17:40:38
AB-1-00672,245.49,2026-01-26 11:00:00,volunteer_drive,sha256:187e160a71d2528c,2026-07-10 17:40:38
AB-1-00673,271.66,2026-03-05 06:00:00,gotv_march,sha256:9089083c0f70b300,2026-07-10 17:40:38
AB-1-00674,5.41,2026-01-02 21:00:00,small_dollar,sha256:59552e26fee40ef3,2026-07-10 17:40:38
AB-1-00675,5.22,2026-01-12 16:00:00,fundraising_2026,sha256:3d9f9fe709258241,2026-07-10 17:40:38
AB-1-00676,54.89,2026-03-24 07:00:00,gotv_march,sha256:9db29d4394e1da76,2026-07-10 17:40:38
AB-1-00677,10.75,2026-01-07 03:00:00,gotv_march,sha256:3907375cef6635cd,2026-07-10 17:40:38
AB-1-00678,52.39,2026-03-28 10:00:00,fundraising_2026,sha256:4c40ebd945a819c2,2026-07-10 17:40:38
AB-1-00679,10.33,2026-01-06 00:00:00,volunteer_drive,sha256:be1d235469ea865b,2026-07-10 17:40:38
AB-1-00680,26.89,2026-02-26 19:00:00,fundraising_2026,sha256:532a645fe87fa1d0,2026-07-10 17:40:38
AB-1-00681,4.9,2026-02-13 05:00:00,small_dollar,sha256:75da96456afbf0d5,2026-07-10 17:40:38
AB-1-00682,53.0,2026-02-19 22:00:00,volunteer_drive,sha256:5446f11c5447ec21,2026-07-10 17:40:38
AB-1-00683,5.48,2026-03-31 23:00:00,volunteer_drive,sha256:3cf18c1ac2ca806a,2026-07-10 17:40:38
AB-1-00684,103.57,2026-03-17 15:00:00,volunteer_drive,sha256:a6ac7f9cc3583761,2026-07-10 17:40:38
AB-1-00685,5.36,2026-02-15 19:00:00,volunteer_drive,sha256:aa1bab7bcb339feb,2026-07-10 17:40:38
AB-1-00686,49.41,2026-03-04 03:00:00,fundraising_2026,sha256:920ff9420c59aca7,2026-07-10 17:40:38
AB-1-00687,268.42,2026-02-10 00:00:00,volunteer_drive,sha256:ea5c57fae2c7acf4,2026-07-10 17:40:38
